vertex id,originalDegree,degreeDelete,average,terminalClique
0,469,1,432,360
1,467,1,432,360
2,471,2,432,360
3,470,3,432,360
4,470,4,432,360
5,466,5,432,360
6,467,6,432,360
7,466,7,432,360
8,469,8,432,360
9,468,9,432,360
10,465,10,432,360
11,463,11,432,360
12,471,12,432,360
13,469,13,432,360
14,468,14,432,360
15,466,15,432,360
16,468,16,432,360
17,470,17,432,360
18,469,18,432,360
19,472,19,432,360
20,468,20,432,360
21,469,21,432,360
22,467,22,432,360
23,469,23,432,360
24,467,24,432,360
25,468,25,432,360
26,470,26,432,360
27,472,27,432,360
28,470,28,432,360
29,469,29,432,360
30,467,30,432,360
31,467,31,432,360
32,468,32,432,360
33,465,33,432,360
34,468,34,432,360
35,469,35,432,360
36,468,36,432,360
37,472,37,432,360
38,471,38,432,360
39,468,39,432,360
40,468,40,432,360
41,469,41,432,360
42,465,42,432,360
43,466,43,432,360
44,469,44,432,360
45,471,45,432,360
46,469,46,432,360
47,466,47,432,360
48,465,48,432,360
49,469,49,432,360
50,464,50,432,360
51,466,51,432,360
52,467,52,432,360
53,468,53,432,360
54,466,54,432,360
55,473,55,432,360
56,464,56,432,360
57,462,57,432,360
58,466,58,432,360
59,470,59,432,360
60,467,60,432,360
61,469,61,432,360
62,467,62,432,360
63,469,63,432,360
64,470,64,432,360
65,469,65,432,360
66,470,66,432,360
67,470,67,432,360
68,464,68,432,360
69,466,69,432,360
70,467,70,432,360
71,471,71,432,360
72,466,72,432,360
73,467,73,432,360
74,466,74,432,360
75,471,75,432,360
76,469,76,432,360
77,466,77,432,360
78,467,78,432,360
79,467,79,432,360
80,469,80,432,360
81,468,81,432,360
82,467,82,432,360
83,466,83,432,360
84,467,84,432,360
85,469,85,432,360
86,466,86,432,360
87,464,87,432,360
88,465,88,432,360
89,468,89,432,360
90,469,90,432,360
91,465,91,432,360
92,468,92,432,360
93,464,93,432,360
94,471,94,432,360
95,471,95,432,360
96,466,96,432,360
97,470,97,432,360
98,471,98,432,360
99,465,99,432,360
100,462,100,432,360
101,465,101,432,360
102,465,102,432,360
103,466,103,432,360
104,464,104,432,360
105,467,105,432,360
106,466,106,432,360
107,463,107,432,360
108,466,108,432,360
109,468,109,432,360
110,466,110,432,360
111,463,111,432,360
112,465,112,432,360
113,464,113,432,360
114,463,114,432,360
115,467,115,432,360
116,466,116,432,360
117,463,117,432,360
118,468,118,432,360
119,462,119,432,360
120,462,120,432,360
121,465,121,432,360
122,462,122,432,360
123,467,123,432,360
124,464,124,432,360
125,461,125,432,360
126,462,126,432,360
127,464,127,432,360
128,467,128,432,360
129,469,129,432,360
130,470,130,432,360
131,469,131,432,360
132,467,132,432,360
133,465,133,432,360
134,466,134,432,360
135,464,135,432,360
136,462,136,432,360
137,463,137,432,360
138,469,138,432,360
139,466,139,432,360
140,463,140,432,360
141,464,141,432,360
142,466,142,432,360
143,465,143,432,360
144,469,144,432,360
145,468,145,432,360
146,463,146,432,360
147,459,147,432,360
148,462,148,432,360
149,464,149,432,360
150,464,150,432,360
151,463,151,432,360
152,472,152,432,360
153,463,153,432,360
154,462,154,432,360
155,460,155,432,360
156,465,156,432,360
157,463,157,432,360
158,464,158,432,360
159,463,159,432,360
160,464,160,432,360
161,466,161,432,360
162,463,162,432,360
163,463,163,432,360
164,469,164,432,360
165,461,165,432,360
166,462,166,432,360
167,464,167,432,360
168,464,168,432,360
169,465,169,432,360
170,463,170,432,360
171,470,171,432,360
172,464,172,432,360
173,462,173,432,360
174,466,174,432,360
175,457,175,432,360
176,456,176,432,360
177,460,177,432,360
178,466,178,432,360
179,460,179,432,360
180,463,180,432,360
181,464,181,432,360
182,464,182,432,360
183,465,183,432,360
184,464,184,432,360
185,464,185,432,360
186,462,186,432,360
187,465,187,432,360
188,462,188,432,360
189,457,189,432,360
190,462,190,432,360
191,459,191,432,360
192,462,192,432,360
193,465,193,432,360
194,461,194,432,360
195,463,195,432,360
196,461,196,432,360
197,457,197,432,360
198,455,198,432,360
199,455,199,432,360
200,461,200,432,360
201,468,201,432,360
202,464,202,432,360
203,465,203,432,360
204,460,204,432,360
205,462,205,432,360
206,464,206,432,360
207,460,207,432,360
208,457,208,432,360
209,460,209,432,360
210,462,210,432,360
211,458,211,432,360
212,459,212,432,360
213,465,213,432,360
214,458,214,432,360
215,462,215,432,360
216,462,216,432,360
217,459,217,432,360
218,466,218,432,360
219,465,219,432,360
220,457,220,432,360
221,461,221,432,360
222,458,222,432,360
223,461,223,432,360
224,458,224,432,360
225,459,225,432,360
226,466,226,432,360
227,463,227,432,360
228,459,228,432,360
229,462,229,432,360
230,463,230,432,360
231,458,231,432,360
232,460,232,432,360
233,460,233,432,360
234,461,234,432,360
235,461,235,432,360
236,458,236,432,360
237,460,237,432,360
238,466,238,432,360
239,463,239,432,360
