vertex id,originalDegree,color,orderColored
0,425,0,425
1,425,1,424
2,425,2,423
3,425,3,422
4,425,4,421
5,425,5,420
6,425,6,419
7,425,7,418
8,425,8,417
9,425,9,416
10,425,10,415
11,425,11,414
12,425,12,413
13,425,13,412
14,425,14,411
15,425,15,410
16,425,16,409
17,425,17,408
18,425,18,407
19,425,19,406
20,425,20,405
21,425,21,404
22,425,22,403
23,425,23,402
24,425,24,401
25,425,25,400
26,425,26,399
27,425,27,398
28,425,28,397
29,425,29,396
30,425,30,395
31,425,31,394
32,425,32,393
33,425,33,392
34,425,34,391
35,425,35,390
36,425,36,389
37,425,37,388
38,425,38,387
39,425,39,386
40,425,40,385
41,425,41,384
42,425,42,383
43,425,43,382
44,425,44,381
45,425,45,380
46,425,46,379
47,425,47,378
48,425,48,377
49,425,49,376
50,425,50,375
51,425,51,374
52,425,52,373
53,425,53,372
54,425,54,371
55,425,55,370
56,425,56,369
57,425,57,368
58,425,58,367
59,425,59,366
60,425,60,365
61,425,61,364
62,425,62,363
63,425,63,362
64,425,64,361
65,425,65,360
66,425,66,359
67,425,67,358
68,425,68,357
69,425,69,356
70,425,70,355
71,425,71,354
72,425,72,353
73,425,73,352
74,425,74,351
75,425,75,350
76,425,76,349
77,425,77,348
78,425,78,347
79,425,79,346
80,425,80,345
81,425,81,344
82,425,82,343
83,425,83,342
84,425,84,341
85,425,85,340
86,425,86,339
87,425,87,338
88,425,88,337
89,425,89,336
90,425,90,335
91,425,91,334
92,425,92,333
93,425,93,332
94,425,94,331
95,425,95,330
96,425,96,329
97,425,97,328
98,425,98,327
99,425,99,326
100,425,100,325
101,425,101,324
102,425,102,323
103,425,103,322
104,425,104,321
105,425,105,320
106,425,106,319
107,425,107,318
108,425,108,317
109,425,109,316
110,425,110,315
111,425,111,314
112,425,112,313
113,425,113,312
114,425,114,311
115,425,115,310
116,425,116,309
117,425,117,308
118,425,118,307
119,425,119,306
120,425,120,305
121,425,121,304
122,425,122,303
123,425,123,302
124,425,124,301
125,425,125,300
126,425,126,299
127,425,127,298
128,425,128,297
129,425,129,296
130,425,130,295
131,425,131,294
132,425,132,293
133,425,133,292
134,425,134,291
135,425,135,290
136,425,136,289
137,425,137,288
138,425,138,287
139,425,139,286
140,425,140,285
141,425,141,284
142,425,142,283
143,425,143,282
144,425,144,281
145,425,145,280
146,425,146,279
147,425,147,278
148,425,148,277
149,425,149,276
150,425,150,275
151,425,151,274
152,425,152,273
153,425,153,272
154,425,154,271
155,425,155,270
156,425,156,269
157,425,157,268
158,425,158,267
159,425,159,266
160,425,160,265
161,425,161,264
162,425,162,263
163,425,163,262
164,425,164,261
165,425,165,260
166,425,166,259
167,425,167,258
168,425,168,257
169,425,169,256
170,425,170,255
171,425,171,254
172,425,172,253
173,425,173,252
174,425,174,251
175,425,175,250
176,425,176,249
177,425,177,248
178,425,178,247
179,425,179,246
180,425,180,245
181,425,181,244
182,425,182,243
183,425,183,242
184,425,184,241
185,425,185,240
186,425,186,239
187,425,187,238
