vertex id,originalDegree,degreeDelete,average,terminalClique
0,163,1,146,1
1,165,2,146,1
2,164,3,146,1
3,168,4,146,1
4,167,1,146,1
5,165,5,146,1
6,165,6,146,1
7,165,7,146,1
8,165,8,146,1
9,163,9,146,1
10,165,10,146,1
11,163,11,146,1
12,167,12,146,1
13,167,13,146,1
14,166,14,146,1
15,167,15,146,1
16,161,16,146,1
17,165,17,146,1
18,165,18,146,1
19,162,19,146,1
20,161,20,146,1
21,164,21,146,1
22,163,22,146,1
23,165,23,146,1
24,167,24,146,1
25,163,25,146,1
26,164,26,146,1
27,164,27,146,1
28,164,28,146,1
29,164,29,146,1
30,166,30,146,1
31,166,31,146,1
32,165,32,146,1
33,162,33,146,1
34,161,34,146,1
35,162,35,146,1
36,166,36,146,1
37,164,37,146,1
38,162,38,146,1
39,167,39,146,1
40,163,40,146,1
41,166,41,146,1
42,163,42,146,1
43,165,43,146,1
44,163,44,146,1
45,164,45,146,1
46,163,46,146,1
47,161,47,146,1
48,165,48,146,1
49,163,49,146,1
50,162,50,146,1
51,165,51,146,1
52,162,52,146,1
53,164,53,146,1
54,167,54,146,1
55,164,55,146,1
56,165,56,146,1
57,164,57,146,1
58,163,58,146,1
59,161,59,146,1
60,163,60,146,1
61,162,61,146,1
62,164,62,146,1
63,161,63,146,1
64,160,64,146,1
65,165,65,146,1
66,164,66,146,1
67,161,67,146,1
68,158,68,146,1
69,161,69,146,1
70,161,70,146,1
71,164,71,146,1
72,167,72,146,1
73,164,73,146,1
74,160,74,146,1
75,162,75,146,1
76,163,76,146,1
77,161,77,146,1
78,160,78,146,1
79,158,79,146,1
80,158,80,146,1
81,156,81,146,1
82,162,82,146,1
83,162,83,146,1
84,159,84,146,1
85,162,85,146,1
86,159,86,146,1
87,164,87,146,1
88,159,88,146,1
89,160,89,146,1
90,161,90,146,1
91,161,91,146,1
92,160,92,146,1
93,157,93,146,1
94,157,94,146,1
95,155,128,146,1
96,155,95,146,1
97,160,96,146,1
98,159,97,146,1
99,160,98,146,1
100,161,99,146,1
101,157,100,146,1
102,155,101,146,1
103,154,102,146,1
104,155,103,146,1
105,155,104,146,1
106,150,105,146,1
107,154,106,146,1
108,154,107,146,1
109,156,108,146,1
110,157,109,146,1
111,155,110,146,1
112,153,111,146,1
113,154,112,146,1
114,157,115,146,1
115,153,117,146,1
116,154,119,146,1
117,153,119,146,1
118,153,128,146,1
119,151,114,146,1
120,148,123,146,1
121,149,115,146,1
122,154,123,146,1
123,151,117,146,1
124,152,119,146,1
125,154,128,146,1
126,152,123,146,1
127,152,123,146,1
128,152,119,146,1
129,143,128,146,1
130,150,114,146,1
131,147,128,146,1
132,143,127,146,1
133,147,122,146,1
134,151,128,146,1
135,150,131,146,1
136,147,131,146,1
137,147,128,146,1
138,148,131,146,1
139,141,130,146,1
140,140,129,146,1
141,139,130,146,1
142,142,130,146,1
143,143,127,146,1
144,146,131,146,1
145,140,130,146,1
146,135,129,146,1
147,139,130,146,1
148,134,129,146,1
149,133,128,146,1
150,128,125,146,1
151,126,121,146,1
152,119,116,146,1
153,120,116,146,1
154,118,115,146,1
155,121,116,146,1
156,116,113,146,1
157,115,113,146,1
158,108,106,146,1
159,107,105,146,1
160,100,100,146,1
161,92,91,146,1
162,90,89,146,1
163,76,75,146,1
164,75,75,146,1
165,58,58,146,1
166,42,42,146,1
167,31,31,146,1
168,22,22,146,1
169,20,20,146,1
170,13,13,146,1
171,11,11,146,1
172,8,8,146,1
173,4,4,146,1
174,96,96,146,1

