vertex id,originalDegree,degreeDelete,average,terminalClique
0,293,1,265,1
1,293,2,265,1
2,291,1,265,1
3,293,3,265,1
4,291,223,265,1
5,295,4,265,1
6,288,5,265,1
7,287,6,265,1
8,292,7,265,1
9,294,8,265,1
10,292,9,265,1
11,292,10,265,1
12,292,11,265,1
13,296,12,265,1
14,292,13,265,1
15,292,14,265,1
16,291,15,265,1
17,293,16,265,1
18,291,17,265,1
19,295,18,265,1
20,290,19,265,1
21,293,20,265,1
22,292,21,265,1
23,291,22,265,1
24,291,23,265,1
25,293,24,265,1
26,291,25,265,1
27,293,26,265,1
28,293,27,265,1
29,290,28,265,1
30,293,29,265,1
31,288,30,265,1
32,291,31,265,1
33,290,32,265,1
34,291,33,265,1
35,289,34,265,1
36,290,35,265,1
37,287,36,265,1
38,291,37,265,1
39,292,38,265,1
40,292,39,265,1
41,293,40,265,1
42,293,41,265,1
43,291,42,265,1
44,290,43,265,1
45,292,44,265,1
46,293,45,265,1
47,289,46,265,1
48,288,47,265,1
49,291,48,265,1
50,291,49,265,1
51,294,50,265,1
52,293,51,265,1
53,293,52,265,1
54,292,53,265,1
55,291,54,265,1
56,292,55,265,1
57,296,56,265,1
58,288,57,265,1
59,287,58,265,1
60,288,59,265,1
61,289,60,265,1
62,290,61,265,1
63,290,62,265,1
64,293,63,265,1
65,289,64,265,1
66,291,65,265,1
67,290,66,265,1
68,293,67,265,1
69,291,68,265,1
70,290,69,265,1
71,289,70,265,1
72,287,71,265,1
73,287,72,265,1
74,288,73,265,1
75,291,74,265,1
76,295,75,265,1
77,290,76,265,1
78,293,77,265,1
79,289,78,265,1
80,287,79,265,1
81,287,80,265,1
82,287,81,265,1
83,291,82,265,1
84,291,83,265,1
85,292,84,265,1
86,293,85,265,1
87,289,86,265,1
88,289,87,265,1
89,289,88,265,1
90,285,89,265,1
91,288,90,265,1
92,293,91,265,1
93,291,92,265,1
94,291,93,265,1
95,293,94,265,1
96,290,95,265,1
97,289,96,265,1
98,289,97,265,1
99,284,98,265,1
100,284,99,265,1
101,286,100,265,1
102,285,101,265,1
103,287,102,265,1
104,292,103,265,1
105,289,104,265,1
106,286,105,265,1
107,285,106,265,1
108,283,107,265,1
109,287,108,265,1
110,286,109,265,1
111,287,110,265,1
112,292,111,265,1
113,287,112,265,1
114,287,113,265,1
115,290,114,265,1
116,289,115,265,1
117,288,116,265,1
118,289,117,265,1
119,288,118,265,1
120,286,119,265,1
121,283,120,265,1
122,283,121,265,1
123,284,122,265,1
124,288,123,265,1
125,287,124,265,1
126,285,125,265,1
127,285,126,265,1
128,286,127,265,1
