vertex id,originalDegree,degreeDelete,average,terminalClique
0,121,121,121,122
1,121,1,121,122
2,121,1,121,122
3,121,2,121,122
4,121,3,121,122
5,121,4,121,122
6,121,5,121,122
7,121,6,121,122
8,121,7,121,122
9,121,8,121,122
10,121,9,121,122
11,121,10,121,122
12,121,11,121,122
13,121,12,121,122
14,121,13,121,122
15,121,14,121,122
16,121,15,121,122
17,121,16,121,122
18,121,17,121,122
19,121,18,121,122
20,121,19,121,122
21,121,20,121,122
22,121,21,121,122
23,121,22,121,122
24,121,23,121,122
25,121,24,121,122
26,121,25,121,122
27,121,26,121,122
28,121,27,121,122
29,121,28,121,122
30,121,29,121,122
31,121,30,121,122
32,121,31,121,122
33,121,32,121,122
34,121,33,121,122
35,121,34,121,122
36,121,35,121,122
37,121,36,121,122
38,121,37,121,122
39,121,38,121,122
40,121,39,121,122
41,121,40,121,122
42,121,41,121,122
43,121,42,121,122
44,121,43,121,122
45,121,44,121,122
46,121,45,121,122
47,121,46,121,122
48,121,47,121,122
49,121,48,121,122
50,121,49,121,122
51,121,50,121,122
52,121,51,121,122
53,121,52,121,122
54,121,53,121,122
55,121,54,121,122
56,121,55,121,122
57,121,56,121,122
58,121,57,121,122
59,121,58,121,122
60,121,59,121,122
61,121,60,121,122
62,121,61,121,122
63,121,62,121,122
64,121,63,121,122
65,121,64,121,122
66,121,65,121,122
67,121,66,121,122
68,121,67,121,122
69,121,68,121,122
70,121,69,121,122
71,121,70,121,122
72,121,71,121,122
73,121,72,121,122
74,121,73,121,122
75,121,74,121,122
76,121,75,121,122
77,121,76,121,122
78,121,77,121,122
79,121,78,121,122
80,121,79,121,122
81,121,80,121,122
82,121,81,121,122
83,121,82,121,122
84,121,83,121,122
85,121,84,121,122
86,121,85,121,122
87,121,86,121,122
88,121,87,121,122
89,121,88,121,122
90,121,89,121,122
91,121,90,121,122
92,121,91,121,122
93,121,92,121,122
94,121,93,121,122
95,121,94,121,122
96,121,95,121,122
97,121,96,121,122
98,121,97,121,122
99,121,98,121,122
100,121,99,121,122
101,121,100,121,122
102,121,101,121,122
103,121,102,121,122
104,121,103,121,122
105,121,104,121,122
106,121,105,121,122
107,121,106,121,122
108,121,107,121,122
109,121,108,121,122
110,121,109,121,122
111,121,110,121,122
112,121,111,121,122
113,121,112,121,122
114,121,113,121,122
115,121,114,121,122
116,121,115,121,122
117,121,116,121,122
118,121,117,121,122
119,121,118,121,122
120,121,119,121,122
121,121,120,121,122

