vertex id,originalDegree,color,orderColored
0,91,9,15
1,87,26,56
2,84,33,86
3,87,32,80
4,90,15,36
5,93,30,73
6,89,34,103
7,86,14,46
8,86,22,66
9,91,23,59
10,94,15,29
11,91,4,37
12,91,16,58
13,87,7,21
14,95,4,4
15,84,26,69
16,91,25,55
17,91,2,2
18,89,12,22
19,94,8,10
20,90,28,71
21,97,36,92
22,86,18,35
23,88,3,23
24,88,17,34
25,90,1,14
26,88,11,20
27,89,35,89
28,92,22,47
29,85,27,78
30,88,19,65
31,91,3,8
32,87,17,51
33,91,18,101
34,91,20,42
35,87,38,100
36,84,7,9
37,86,10,16
38,85,16,33
39,82,6,7
40,84,29,72
41,91,24,67
42,86,5,5
43,80,11,84
44,87,24,75
45,87,31,79
46,85,24,54
47,87,35,94
48,82,25,70
49,87,37,104
50,87,28,63
51,90,13,24
52,88,21,68
53,83,20,41
54,82,27,62
55,84,23,50
56,94,17,44
57,86,0,105
58,88,19,40
59,82,12,26
60,83,1,0
61,84,32,81
62,86,6,32
63,81,2,11
64,80,8,31
65,80,22,60
66,76,9,49
67,82,20,53
68,75,6,18
69,76,2,6
70,80,31,85
71,82,9,13
72,77,29,77
73,83,15,87
74,83,13,27
75,75,33,93
76,80,21,52
77,79,18,82
78,75,5,12
79,70,7,83
80,71,11,19
81,73,23,61
82,75,20,76
83,76,21,45
84,74,18,39
85,78,34,88
86,76,37,96
87,78,19,48
88,73,10,95
89,75,21,99
90,77,10,30
91,77,26,98
92,76,5,74
93,72,1,1
94,77,14,28
95,75,7,43
96,76,4,17
97,76,27,97
98,72,3,3
99,78,10,25
100,71,13,90
101,85,30,102
102,82,12,38
103,67,14,91
104,58,6,64
105,78,12,57

