vertex id,originalDegree,degreeDelete,average,
0,305,0,284
1,300,0,284
2,295,0,284
3,285,0,284
4,288,0,284
5,305,0,284
6,300,0,284
7,294,0,284
8,286,0,284
9,311,0,284
10,309,0,284
11,305,0,284
12,297,0,284
13,301,0,284
14,302,0,284
15,313,0,284
16,301,0,284
17,294,0,284
18,297,0,284
19,302,0,284
20,292,0,284
21,294,0,284
22,293,0,284
23,296,0,284
24,297,0,284
25,295,0,284
26,299,0,284
27,300,0,284
28,314,0,284
29,303,0,284
30,300,0,284
31,304,0,284
32,293,0,284
33,297,0,284
34,295,0,284
35,297,0,284
36,296,0,284
37,301,0,284
38,300,0,284
39,295,0,284
40,311,0,284
41,305,0,284
42,311,0,284
43,299,0,284
44,298,0,284
45,309,0,284
46,298,0,284
47,300,0,284
48,300,0,284
49,297,0,284
50,298,0,284
51,301,0,284
52,293,0,284
53,301,0,284
54,289,0,284
55,291,0,284
56,339,0,284
57,303,0,284
58,310,0,284
59,295,0,284
60,313,0,284
61,299,0,284
62,318,0,284
63,302,0,284
64,296,0,284
65,307,0,284
66,305,0,284
67,292,0,284
68,290,0,284
69,300,0,284
70,302,0,284
71,299,0,284
72,310,0,284
73,301,0,284
74,299,0,284
75,306,0,284
76,310,0,284
77,293,0,284
78,292,0,284
79,307,0,284
80,303,0,284
81,302,0,284
82,304,0,284
83,304,0,284
84,299,0,284
85,291,0,284
86,296,0,284
87,289,0,284
88,301,0,284
89,310,0,284
90,302,0,284
91,305,0,284
92,297,0,284
93,299,0,284
94,300,0,284
95,297,0,284
96,303,0,284
97,298,0,284
98,297,0,284
99,294,0,284
100,303,0,284
101,308,0,284
102,302,0,284
103,297,0,284
104,293,0,284
105,310,0,284
106,301,0,284
107,294,0,284
108,301,0,284
109,294,0,284
110,285,0,284
111,303,0,284
112,297,0,284
113,303,0,284
114,294,0,284
115,292,0,284
116,290,0,284
117,297,0,284
118,306,0,284
119,301,0,284
120,297,0,284
121,294,0,284
122,292,0,284
123,301,0,284
124,306,0,284
125,287,0,284
126,298,0,284
127,294,0,284
128,289,0,284
129,294,0,284
130,295,0,284
131,297,0,284
132,293,0,284
133,296,0,284
134,291,0,284
135,287,0,284
136,287,0,284
137,293,0,284
138,295,0,284
139,299,0,284
140,301,0,284
141,293,0,284
142,299,0,284
143,292,0,284
144,294,0,284
145,292,0,284
146,293,0,284
147,290,0,284
148,289,0,284
149,287,0,284
150,278,0,284
151,297,0,284
152,292,0,284
153,300,0,284
154,292,0,284
155,298,0,284
156,296,0,284
157,293,0,284
158,288,0,284
159,289,0,284
160,288,0,284
161,291,0,284
162,296,0,284
163,300,0,284
164,307,0,284
165,286,0,284
166,280,0,284
167,290,0,284
168,289,0,284
169,290,0,284
170,286,0,284
171,293,0,284
172,290,0,284
173,281,0,284
174,292,0,284
175,289,0,284
176,288,0,284
177,283,0,284
178,286,0,284
179,287,0,284
180,278,0,284
181,303,0,284
182,292,0,284
183,294,0,284
184,290,0,284
185,278,0,284
186,272,0,284
187,291,0,284
188,294,0,284
189,291,0,284
190,291,0,284
191,283,0,284
192,281,0,284
193,292,0,284
194,296,0,284
195,294,0,284
196,292,0,284
197,294,0,284
198,291,0,284
199,290,0,284
200,288,0,284
201,286,0,284
202,279,0,284
203,284,0,284
204,285,0,284
205,284,0,284
206,288,0,284
207,293,0,284
208,283,0,284
209,289,0,284
210,287,0,284
211,280,0,284
212,276,0,284
213,281,0,284
214,281,0,284
215,282,0,284
216,286,0,284
217,288,0,284
218,289,0,284
219,296,0,284
220,294,0,284
221,288,0,284
222,279,0,284
223,278,0,284
224,275,0,284
225,274,0,284
226,285,0,284
227,299,0,284
228,292,0,284
229,279,0,284
230,278,0,284
231,283,0,284
232,292,0,284
233,288,0,284
234,290,0,284
235,287,0,284
236,294,0,284
237,293,0,284
238,286,0,284
239,293,0,284
240,290,0,284
241,289,0,284
242,290,0,284
243,287,0,284
244,294,0,284
245,288,0,284
246,289,0,284
247,291,0,284
248,275,0,284
249,276,0,284
250,291,0,284
251,282,0,284
252,277,0,284
253,283,0,284
254,273,0,284
255,274,0,284
256,267,0,284
257,254,0,284
258,266,0,284
259,247,0,284
260,256,0,284
261,252,0,284
262,252,0,284
263,258,0,284
264,247,0,284
265,264,0,284
266,268,0,284
267,249,0,284
268,249,0,284
269,262,0,284
270,265,0,284
271,250,0,284
272,249,0,284
273,260,0,284
274,246,0,284
275,262,0,284
276,252,0,284
277,247,0,284
278,255,0,284
279,253,0,284
280,256,0,284
281,253,0,284
282,248,0,284
283,252,0,284
284,263,0,284
285,249,0,284
286,250,0,284
287,249,0,284
288,255,0,284
289,270,0,284
290,251,0,284
291,263,0,284
292,263,0,284
293,258,0,284
294,251,0,284
295,262,0,284
296,251,0,284
297,254,0,284
298,264,0,284
299,269,0,284
300,263,0,284
301,258,0,284
302,262,0,284
303,254,0,284
304,260,0,284
305,263,0,284
306,254,0,284
307,246,0,284
308,261,0,284
309,269,0,284
310,264,0,284
311,264,0,284
312,257,0,284
313,263,0,284
314,255,0,284
315,270,0,284
316,249,0,284
317,257,0,284
318,272,0,284
319,255,0,284
320,245,0,284
321,254,0,284
322,267,0,284
323,257,0,284
324,266,0,284
325,264,0,284
326,272,0,284
327,268,0,284
328,269,0,284
329,253,0,284
330,263,0,284
331,258,0,284
332,254,0,284
333,258,0,284
334,274,0,284
335,256,0,284
336,256,0,284
337,256,0,284
338,254,0,284
339,274,0,284
340,249,0,284
341,230,0,284
342,263,0,284

