vertex id,originalDegree,color,orderColored
0,77,5,78
1,76,8,74
2,75,14,68
3,75,16,67
4,76,9,73
5,78,2,80
6,76,10,72
7,75,16,66
8,73,35,49
9,74,25,58
10,74,26,57
11,79,0,82
12,79,1,81
13,77,5,77
14,75,18,65
15,74,27,56
16,76,11,71
17,75,19,64
18,75,19,63
19,77,7,76
20,75,20,62
21,76,13,70
22,72,39,44
23,74,28,55
24,71,42,41
25,74,30,54
26,73,35,48
27,70,45,38
28,76,14,69
29,78,3,79
30,74,30,53
31,72,39,43
32,73,36,47
33,75,22,61
34,77,7,75
35,75,22,60
36,74,31,52
37,72,41,42
38,75,27,59
39,70,46,37
40,74,32,51
41,74,33,50
42,73,39,46
43,73,37,45
44,71,46,40
45,70,50,36
46,70,50,35
47,71,45,39
48,69,52,32
49,69,55,31
50,70,53,34
51,68,57,30
52,68,55,29
53,68,59,28
54,66,59,26
55,70,52,33
56,68,62,27
57,64,62,24
58,65,62,25
59,64,62,23
60,63,58,22
61,63,61,21
62,62,62,19
63,60,60,18
64,58,55,17
65,63,61,20
66,57,54,16
67,54,54,13
68,56,56,15
69,56,55,14
70,49,49,11
71,53,53,12
72,46,46,10
73,43,43,8
74,40,40,7
75,33,33,6
76,23,23,5
77,23,23,4
78,14,14,3
79,9,9,2
80,5,5,1
81,2,2,0
82,45,45,9

