vertex id,originalDegree,degreeDelete,average,terminalClique
0,264,264,264,265
1,264,1,264,265
2,264,1,264,265
3,264,2,264,265
4,264,3,264,265
5,264,4,264,265
6,264,5,264,265
7,264,6,264,265
8,264,7,264,265
9,264,8,264,265
10,264,9,264,265
11,264,10,264,265
12,264,11,264,265
13,264,12,264,265
14,264,13,264,265
15,264,14,264,265
16,264,15,264,265
17,264,16,264,265
18,264,17,264,265
19,264,18,264,265
20,264,19,264,265
21,264,20,264,265
22,264,21,264,265
23,264,22,264,265
24,264,23,264,265
25,264,24,264,265
26,264,25,264,265
27,264,26,264,265
28,264,27,264,265
29,264,28,264,265
30,264,29,264,265
31,264,30,264,265
32,264,31,264,265
33,264,32,264,265
34,264,33,264,265
35,264,34,264,265
36,264,35,264,265
37,264,36,264,265
38,264,37,264,265
39,264,38,264,265
40,264,39,264,265
41,264,40,264,265
42,264,41,264,265
43,264,42,264,265
44,264,43,264,265
45,264,44,264,265
46,264,45,264,265
47,264,46,264,265
48,264,47,264,265
49,264,48,264,265
50,264,49,264,265
51,264,50,264,265
52,264,51,264,265
53,264,52,264,265
54,264,53,264,265
55,264,54,264,265
56,264,55,264,265
57,264,56,264,265
58,264,57,264,265
59,264,58,264,265
60,264,59,264,265
61,264,60,264,265
62,264,61,264,265
63,264,62,264,265
64,264,63,264,265
65,264,64,264,265
66,264,65,264,265
67,264,66,264,265
68,264,67,264,265
69,264,68,264,265
70,264,69,264,265
71,264,70,264,265
72,264,71,264,265
73,264,72,264,265
74,264,73,264,265
75,264,74,264,265
76,264,75,264,265
77,264,76,264,265
78,264,77,264,265
79,264,78,264,265
80,264,79,264,265
81,264,80,264,265
82,264,81,264,265
83,264,82,264,265
84,264,83,264,265
85,264,84,264,265
86,264,85,264,265
87,264,86,264,265
88,264,87,264,265
89,264,88,264,265
90,264,89,264,265
91,264,90,264,265
92,264,91,264,265
93,264,92,264,265
94,264,93,264,265
95,264,94,264,265
96,264,95,264,265
97,264,96,264,265
98,264,97,264,265
99,264,98,264,265
100,264,99,264,265
101,264,100,264,265
102,264,101,264,265
103,264,102,264,265
104,264,103,264,265
105,264,104,264,265
106,264,105,264,265
107,264,106,264,265
108,264,107,264,265
109,264,108,264,265
110,264,109,264,265
111,264,110,264,265
112,264,111,264,265
113,264,112,264,265
114,264,113,264,265
115,264,114,264,265
116,264,115,264,265
117,264,116,264,265
118,264,117,264,265
119,264,118,264,265
120,264,119,264,265
121,264,120,264,265
122,264,121,264,265
123,264,122,264,265
124,264,123,264,265
125,264,124,264,265
126,264,125,264,265
127,264,126,264,265
128,264,127,264,265
129,264,128,264,265
130,264,129,264,265
131,264,130,264,265
132,264,131,264,265
133,264,132,264,265
134,264,133,264,265
135,264,134,264,265
136,264,135,264,265
137,264,136,264,265
138,264,137,264,265
139,264,138,264,265
140,264,139,264,265
141,264,140,264,265
142,264,141,264,265
143,264,142,264,265
144,264,143,264,265
145,264,144,264,265
146,264,145,264,265
147,264,146,264,265
148,264,147,264,265
149,264,148,264,265
150,264,149,264,265
151,264,150,264,265
152,264,151,264,265
153,264,152,264,265
154,264,153,264,265
155,264,154,264,265
156,264,155,264,265
157,264,156,264,265
158,264,157,264,265
159,264,158,264,265
160,264,159,264,265
161,264,160,264,265
162,264,161,264,265
163,264,162,264,265
164,264,163,264,265
165,264,164,264,265
166,264,165,264,265
167,264,166,264,265
168,264,167,264,265
169,264,168,264,265
170,264,169,264,265
171,264,170,264,265
172,264,171,264,265
173,264,172,264,265
174,264,173,264,265
175,264,174,264,265
176,264,175,264,265
177,264,176,264,265
178,264,177,264,265
179,264,178,264,265
180,264,179,264,265
181,264,180,264,265
182,264,181,264,265
183,264,182,264,265
184,264,183,264,265
185,264,184,264,265
186,264,185,264,265
187,264,186,264,265
188,264,187,264,265
189,264,188,264,265
190,264,189,264,265
191,264,190,264,265
192,264,191,264,265
193,264,192,264,265
194,264,193,264,265
195,264,194,264,265
196,264,195,264,265
197,264,196,264,265
198,264,197,264,265
199,264,198,264,265
200,264,199,264,265
201,264,200,264,265
202,264,201,264,265
203,264,202,264,265
204,264,203,264,265
205,264,204,264,265
206,264,205,264,265
207,264,206,264,265
208,264,207,264,265
209,264,208,264,265
210,264,209,264,265
211,264,210,264,265
212,264,211,264,265
213,264,212,264,265
214,264,213,264,265
215,264,214,264,265
216,264,215,264,265
217,264,216,264,265
218,264,217,264,265
219,264,218,264,265
220,264,219,264,265
221,264,220,264,265
222,264,221,264,265
223,264,222,264,265
224,264,223,264,265
225,264,224,264,265
226,264,225,264,265
227,264,226,264,265
228,264,227,264,265
229,264,228,264,265
230,264,229,264,265
231,264,230,264,265
232,264,231,264,265
233,264,232,264,265
234,264,233,264,265
235,264,234,264,265
236,264,235,264,265
237,264,236,264,265
238,264,237,264,265
239,264,238,264,265
240,264,239,264,265
241,264,240,264,265
242,264,241,264,265
243,264,242,264,265
244,264,243,264,265
245,264,244,264,265
246,264,245,264,265
247,264,246,264,265
248,264,247,264,265
249,264,248,264,265
250,264,249,264,265
251,264,250,264,265
252,264,251,264,265
253,264,252,264,265
254,264,253,264,265
255,264,254,264,265
256,264,255,264,265
257,264,256,264,265
258,264,257,264,265
259,264,258,264,265
260,264,259,264,265
261,264,260,264,265
262,264,261,264,265
263,264,262,264,265
264,264,263,264,265

