447,372414,1118,20876312,18023076
448,375119,1151,21097460,18145660
449,383646,1169,21345678,18431885
450,389222,1179,21515918,23378660
451,382955,1148,21696947,18713963
452,384698,1160,21908784,18945842
453,388771,1150,28882605,19031207
454,412784,1147,22343459,19166935
455,408252,1155,22533258,19416455
456,421529,1168,22747076,19781051
457,418307,1173,22939340,19679921
458,419030,1167,23078710,19898664
459,424954,1171,23293390,20267158
460,422986,1174,23452672,24160377
461,424278,1172,23715849,20440970
462,441890,1189,23797172,20729469
463,413513,1184,24093069,20743333
464,418298,1199,24246277,20862717
465,428703,1205,24509034,21143932
466,446297,1211,24847237,21332475
467,438626,1208,24917331,25551574
468,431212,1221,25104109,22003967
469,445273,1243,25334047,22007250
470,435250,1239,25610528,22045279
471,436110,1228,25705908,22097922
472,441753,1232,25875079,22469674
473,453680,1255,26226498,22796723
474,566726,1252,26411540,22849896
475,486139,1249,26735668,23153986
476,475076,1254,26887041,23291876
477,459790,1299,27519745,23553682
478,456079,1381,27458404,23643129
479,519519,1294,37354239,23999360
480,465753,1291,27755327,30606216
481,493331,1288,28064956,24433341
482,498963,1286,28549794,24581567
483,475087,1296,28564851,24783308
484,477229,1376,28672216,24985888
485,478061,1304,29108288,25301052
486,484819,1308,29210104,25591665
487,485802,1310,41361919,25500779
488,490315,1337,30304543,25946993
489,493745,1332,29953631,26077014
490,497899,1378,30097083,26348077
491,500391,1334,30746895,26419341
492,495426,1363,30541734,26555159
493,503161,1359,30985309,26878976
494,503472,1372,31248079,27120495
495,667569,1365,31356780,27234026
496,551278,1370,31832406,27585959
497,512559,1377,31721481,27864035
498,516302,1406,32218174,28101903
499,520915,1384,32294120,28384805
