6423168, 0
0, 1
0, 2
1, 3
3, 4
5, 5
7, 6
10, 7
14, 8
18, 9
22, 10
27, 11
33, 12
39, 13
45, 14
52, 15
60, 16
68, 17
76, 18
85, 19
95, 20
105, 21
115, 22
126, 23
138, 24
150, 25
162, 26
175, 27
189, 28
203, 29
217, 30
232, 31
248, 32
264, 33
280, 34
297, 35
315, 36
333, 37
351, 38
370, 39
390, 40
410, 41
430, 42
451, 43
473, 44
495, 45
517, 46
540, 47
564, 48
588, 49
612, 50
637, 51
663, 52
689, 53
715, 54
742, 55
770, 56
798, 57
826, 58
855, 59
885, 60
915, 61
945, 62
976, 63
1008, 64
1040, 65
1072, 66
1105, 67
1139, 68
1173, 69
1207, 70
1242, 71
1278, 72
1314, 73
1350, 74
1387, 75
1425, 76
1463, 77
1501, 78
1540, 79
1580, 80
1620, 81
1660, 82
1701, 83
1743, 84
1785, 85
1827, 86
1870, 87
1914, 88
1958, 89
2002, 90
2047, 91
2093, 92
2139, 93
2185, 94
2232, 95
2280, 96
2328, 97
2376, 98
2425, 99
2475, 100
2525, 101
2575, 102
2626, 103
2678, 104
2730, 105
2782, 106
2835, 107
2889, 108
2943, 109
2997, 110
3052, 111
3108, 112
3164, 113
3220, 114
3277, 115
3335, 116
3393, 117
3451, 118
3510, 119
3570, 120
3630, 121
3690, 122
3751, 123
3813, 124
3875, 125
3937, 126
4000, 127
4064, 128
4128, 129
4192, 130
4257, 131
4323, 132
4389, 133
4455, 134
4522, 135
4590, 136
4658, 137
4726, 138
4795, 139
4865, 140
4935, 141
5005, 142
5076, 143
5148, 144
5220, 145
5292, 146
5365, 147
5439, 148
5513, 149
5587, 150
5662, 151
5738, 152
5814, 153
5890, 154
5967, 155
6045, 156
6123, 157
6201, 158
6280, 159
6360, 160
6440, 161
6520, 162
6601, 163
6683, 164
6765, 165
6847, 166
6930, 167
7014, 168
7098, 169
7182, 170
7267, 171
7353, 172
7439, 173
7525, 174
7612, 175
7700, 176
7788, 177
7876, 178
7965, 179
8055, 180
8145, 181
8235, 182
8326, 183
8418, 184
8510, 185
8602, 186
8695, 187
8789, 188
8883, 189
8977, 190
9072, 191
9168, 192
9264, 193
9360, 194
9457, 195
9555, 196
9653, 197
9751, 198
9850, 199
9950, 200
10050, 201
10150, 202
10251, 203
10353, 204
10455, 205
10557, 206
10660, 207
10764, 208
10868, 209
10972, 210
11077, 211
11183, 212
11289, 213
11395, 214
11502, 215
11610, 216
11718, 217
11826, 218
11935, 219
12045, 220
12155, 221
12265, 222
12376, 223
12488, 224
12600, 225
12712, 226
12825, 227
12939, 228
13053, 229
13167, 230
13282, 231
13398, 232
13514, 233
13630, 234
13747, 235
13865, 236
13983, 237
14101, 238
14220, 239
14340, 240
14460, 241
14580, 242
14701, 243
14823, 244
14945, 245
15067, 246
15190, 247
15314, 248
15438, 249
15562, 250
15687, 251
15813, 252
15939, 253
16065, 254
16192, 255
16320, 256
16448, 257
16576, 258
16705, 259
16835, 260
16965, 261
17095, 262
17226, 263
17358, 264
17490, 265
17622, 266
17755, 267
17889, 268
18023, 269
18157, 270
18292, 271
18428, 272
18564, 273
18700, 274
18837, 275
18975, 276
19113, 277
19251, 278
19390, 279
19530, 280
19670, 281
19810, 282
19951, 283
20093, 284
20235, 285
20377, 286
20520, 287
20664, 288
20808, 289
20952, 290
21097, 291
21243, 292
21389, 293
21535, 294
21682, 295
21830, 296
21978, 297
22126, 298
22275, 299
22425, 300
22575, 301
22725, 302
22876, 303
23028, 304
23180, 305
23332, 306
23485, 307
23639, 308
23793, 309
23947, 310
24102, 311
24258, 312
24414, 313
24570, 314
24727, 315
24885, 316
25043, 317
25201, 318
25360, 319
25520, 320
25680, 321
25840, 322
26001, 323
26163, 324
26325, 325
26487, 326
26650, 327
26814, 328
26978, 329
27142, 330
27307, 331
27473, 332
27639, 333
27805, 334
27972, 335
28140, 336
28308, 337
28476, 338
28645, 339
28815, 340
28985, 341
29155, 342
29326, 343
29498, 344
29670, 345
29842, 346
30015, 347
30189, 348
30363, 349
30537, 350
30712, 351
30888, 352
31064, 353
31240, 354
31417, 355
31595, 356
31773, 357
31951, 358
32130, 359
32310, 360
32490, 361
32670, 362
32851, 363
33033, 364
33215, 365
33397, 366
33580, 367
33764, 368
33948, 369
34132, 370
34317, 371
34503, 372
34689, 373
34875, 374
35062, 375
35250, 376
35438, 377
35626, 378
35815, 379
36005, 380
36195, 381
36385, 382
36576, 383
36768, 384
36960, 385
37152, 386
37345, 387
37539, 388
37733, 389
37927, 390
38122, 391
38318, 392
38514, 393
38710, 394
38907, 395
39105, 396
39303, 397
39501, 398
39700, 399
39900, 400
40100, 401
40300, 402
40501, 403
40703, 404
40905, 405
41107, 406
41310, 407
41514, 408
41718, 409
41922, 410
42127, 411
42333, 412
42539, 413
42745, 414
42952, 415
43160, 416
43368, 417
43576, 418
43785, 419
43995, 420
44205, 421
44415, 422
44626, 423
44838, 424
45050, 425
45262, 426
45475, 427
45689, 428
45903, 429
46117, 430
46332, 431
46548, 432
46764, 433
46980, 434
47197, 435
47415, 436
47633, 437
47851, 438
48070, 439
48290, 440
48510, 441
48730, 442
48951, 443
49173, 444
49395, 445
49617, 446
49840, 447
50064, 448
50288, 449
50512, 450
50737, 451
50963, 452
