vertex id,originalDegree,degreeDelete,average,terminalClique
0,2,2,2,356
1,2,1,2,356
2,2,2,2,356
3,2,1,2,356
4,2,2,2,356
5,2,1,2,356
6,2,2,2,356
7,2,1,2,356
8,2,2,2,356
9,2,1,2,356
10,2,2,2,356
11,2,1,2,356
12,2,2,2,356
13,2,1,2,356
14,2,2,2,356
15,2,1,2,356
16,2,2,2,356
17,2,1,2,356
18,2,2,2,356
19,2,1,2,356
20,2,2,2,356
21,2,1,2,356
22,2,2,2,356
23,2,1,2,356
24,2,2,2,356
25,2,1,2,356
26,2,2,2,356
27,2,1,2,356
28,2,2,2,356
29,2,1,2,356
30,2,2,2,356
31,2,1,2,356
32,2,2,2,356
33,2,1,2,356
34,2,2,2,356
35,2,1,2,356
36,2,2,2,356
37,2,1,2,356
38,2,2,2,356
39,2,1,2,356
40,2,2,2,356
41,2,1,2,356
42,2,2,2,356
43,2,1,2,356
44,2,2,2,356
45,2,1,2,356
46,2,2,2,356
47,2,1,2,356
48,2,2,2,356
49,2,1,2,356
50,2,2,2,356
51,2,1,2,356
52,2,2,2,356
53,2,1,2,356
54,2,2,2,356
55,2,1,2,356
56,2,2,2,356
57,2,1,2,356
58,2,2,2,356
59,2,1,2,356
60,2,2,2,356
61,2,1,2,356
62,2,2,2,356
63,2,1,2,356
64,2,2,2,356
65,2,1,2,356
66,2,2,2,356
67,2,1,2,356
68,2,2,2,356
69,2,1,2,356
70,2,2,2,356
71,2,1,2,356
72,2,2,2,356
73,2,1,2,356
74,2,2,2,356
75,2,1,2,356
76,2,2,2,356
77,2,1,2,356
78,2,2,2,356
79,2,1,2,356
80,2,2,2,356
81,2,1,2,356
82,2,2,2,356
83,2,1,2,356
84,2,2,2,356
85,2,1,2,356
86,2,2,2,356
87,2,1,2,356
88,2,2,2,356
89,2,1,2,356
90,2,2,2,356
91,2,1,2,356
92,2,2,2,356
93,2,1,2,356
94,2,2,2,356
95,2,1,2,356
96,2,2,2,356
97,2,1,2,356
98,2,2,2,356
99,2,1,2,356
100,2,2,2,356
101,2,1,2,356
102,2,2,2,356
103,2,1,2,356
104,2,2,2,356
105,2,1,2,356
106,2,2,2,356
107,2,1,2,356
108,2,2,2,356
109,2,1,2,356
110,2,2,2,356
111,2,1,2,356
112,2,2,2,356
113,2,1,2,356
114,2,2,2,356
115,2,1,2,356
116,2,2,2,356
117,2,1,2,356
118,2,2,2,356
119,2,1,2,356
120,2,2,2,356
121,2,1,2,356
122,2,2,2,356
123,2,1,2,356
124,2,2,2,356
125,2,1,2,356
126,2,2,2,356
127,2,1,2,356
128,2,2,2,356
129,2,1,2,356
130,2,2,2,356
131,2,1,2,356
132,2,2,2,356
133,2,1,2,356
134,2,2,2,356
135,2,1,2,356
136,2,2,2,356
137,2,1,2,356
138,2,2,2,356
139,2,1,2,356
140,2,2,2,356
141,2,1,2,356
142,2,2,2,356
143,2,1,2,356
144,2,2,2,356
145,2,1,2,356
146,2,2,2,356
147,2,1,2,356
148,2,2,2,356
149,2,1,2,356
150,2,2,2,356
151,2,1,2,356
152,2,2,2,356
153,2,1,2,356
154,2,2,2,356
155,2,1,2,356
156,2,2,2,356
157,2,1,2,356
158,2,2,2,356
159,2,1,2,356
160,2,2,2,356
161,2,1,2,356
162,2,2,2,356
163,2,1,2,356
164,2,2,2,356
165,2,1,2,356
166,2,2,2,356
167,2,1,2,356
168,2,2,2,356
169,2,1,2,356
170,2,2,2,356
171,2,1,2,356
172,2,2,2,356
173,2,1,2,356
174,2,2,2,356
175,2,1,2,356
176,2,2,2,356
177,2,1,2,356
178,2,2,2,356
179,2,1,2,356
180,2,2,2,356
181,2,1,2,356
182,2,2,2,356
183,2,1,2,356
184,2,2,2,356
185,2,1,2,356
186,2,2,2,356
187,2,1,2,356
188,2,2,2,356
189,2,1,2,356
190,2,2,2,356
191,2,1,2,356
192,2,2,2,356
193,2,1,2,356
194,2,2,2,356
195,2,1,2,356
196,2,2,2,356
197,2,1,2,356
198,2,2,2,356
199,2,1,2,356
200,2,2,2,356
201,2,1,2,356
202,2,2,2,356
203,2,1,2,356
204,2,2,2,356
205,2,1,2,356
206,2,2,2,356
207,2,1,2,356
208,2,2,2,356
209,2,1,2,356
210,2,2,2,356
211,2,1,2,356
212,2,2,2,356
213,2,1,2,356
214,2,2,2,356
215,2,1,2,356
216,2,2,2,356
217,2,1,2,356
218,2,2,2,356
219,2,1,2,356
220,2,2,2,356
221,2,1,2,356
222,2,2,2,356
223,2,1,2,356
224,2,2,2,356
225,2,1,2,356
226,2,2,2,356
227,2,1,2,356
228,2,2,2,356
229,2,1,2,356
230,2,2,2,356
231,2,1,2,356
232,2,2,2,356
233,2,1,2,356
234,2,2,2,356
235,2,1,2,356
236,2,2,2,356
237,2,1,2,356
238,2,1,2,356
239,2,1,2,356
240,2,1,2,356
241,2,1,2,356
242,2,1,2,356
243,2,1,2,356
244,2,1,2,356
245,2,1,2,356
246,2,1,2,356
247,2,1,2,356
248,2,1,2,356
249,2,1,2,356
250,2,1,2,356
251,2,1,2,356
252,2,1,2,356
253,2,1,2,356
254,2,1,2,356
255,2,1,2,356
256,2,1,2,356
257,2,1,2,356
258,2,1,2,356
259,2,1,2,356
260,2,1,2,356
261,2,1,2,356
262,2,1,2,356
263,2,1,2,356
264,2,1,2,356
265,2,1,2,356
266,2,1,2,356
267,2,1,2,356
268,2,1,2,356
269,2,1,2,356
270,2,1,2,356
271,2,1,2,356
272,2,1,2,356
273,2,1,2,356
274,2,1,2,356
275,2,1,2,356
276,2,1,2,356
277,2,1,2,356
278,2,1,2,356
279,2,1,2,356
280,2,1,2,356
281,2,1,2,356
282,2,1,2,356
283,2,1,2,356
284,2,1,2,356
285,2,1,2,356
286,2,1,2,356
287,2,1,2,356
288,2,1,2,356
289,2,1,2,356
290,2,1,2,356
291,2,1,2,356
292,2,1,2,356
293,2,1,2,356
294,2,1,2,356
295,2,1,2,356
296,2,1,2,356
297,2,1,2,356
298,2,1,2,356
299,2,1,2,356
300,2,1,2,356
301,2,1,2,356
302,2,1,2,356
303,2,1,2,356
304,2,1,2,356
305,2,1,2,356
306,2,1,2,356
307,2,1,2,356
308,2,1,2,356
309,2,1,2,356
310,2,1,2,356
311,2,1,2,356
312,2,1,2,356
313,2,1,2,356
314,2,1,2,356
315,2,1,2,356
316,2,1,2,356
317,2,1,2,356
318,2,1,2,356
319,2,1,2,356
320,2,1,2,356
321,2,1,2,356
322,2,1,2,356
323,2,1,2,356
324,2,1,2,356
325,2,1,2,356
326,2,1,2,356
327,2,1,2,356
328,2,1,2,356
329,2,1,2,356
330,2,1,2,356
331,2,1,2,356
332,2,1,2,356
333,2,1,2,356
334,2,1,2,356
335,2,1,2,356
336,2,1,2,356
337,2,1,2,356
338,2,1,2,356
339,2,1,2,356
340,2,1,2,356
341,2,1,2,356
342,2,1,2,356
343,2,1,2,356
344,2,1,2,356
345,2,1,2,356
346,2,1,2,356
347,2,1,2,356
348,2,1,2,356
349,2,1,2,356
350,2,1,2,356
351,2,1,2,356
352,2,1,2,356
353,2,1,2,356
354,2,1,2,356
355,2,1,2,356

