vertex id,originalDegree,degreeDelete,average,terminalClique
0,137,1,151,1
1,138,5,151,1
2,139,2,151,1
3,137,99,151,1
4,139,3,151,1
5,141,101,151,1
6,142,1,151,1
7,138,5,151,1
8,143,6,151,1
9,142,7,151,1
10,145,8,151,1
11,144,103,151,1
12,145,105,151,1
13,141,105,151,1
14,148,9,151,1
15,145,10,151,1
16,148,11,151,1
17,149,105,151,1
18,156,12,151,1
19,148,114,151,1
20,158,121,151,1
21,156,13,151,1
22,156,108,151,1
23,154,108,151,1
24,155,15,151,1
25,153,14,151,1
26,155,16,151,1
27,151,111,151,1
28,155,111,151,1
29,161,17,151,1
30,155,18,151,1
31,152,111,151,1
32,161,21,151,1
33,160,20,151,1
34,161,19,151,1
35,157,22,151,1
36,158,23,151,1
37,160,24,151,1
38,161,25,151,1
39,161,26,151,1
40,162,114,151,1
41,162,27,151,1
42,161,28,151,1
43,161,29,151,1
44,160,30,151,1
45,159,31,151,1
46,163,32,151,1
47,162,33,151,1
48,161,34,151,1
49,163,35,151,1
50,164,36,151,1
51,162,37,151,1
52,160,38,151,1
53,164,39,151,1
54,160,40,151,1
55,162,41,151,1
56,161,42,151,1
57,162,121,151,1
58,163,43,151,1
59,164,117,151,1
60,160,117,151,1
61,163,44,151,1
62,162,45,151,1
63,164,46,151,1
64,164,47,151,1
65,163,48,151,1
66,163,49,151,1
67,162,50,151,1
68,164,51,151,1
69,163,52,151,1
70,162,53,151,1
71,164,54,151,1
72,164,55,151,1
73,162,56,151,1
74,164,57,151,1
75,161,58,151,1
76,163,59,151,1
77,162,60,151,1
78,161,61,151,1
79,163,62,151,1
80,162,63,151,1
81,164,64,151,1
82,162,65,151,1
83,163,66,151,1
84,163,67,151,1
85,163,68,151,1
86,162,69,151,1
87,163,70,151,1
88,163,71,151,1
89,163,72,151,1
90,164,73,151,1
91,160,74,151,1
92,164,75,151,1
93,162,76,151,1
94,164,77,151,1
95,164,78,151,1
96,162,79,151,1
97,162,80,151,1
98,163,81,151,1
99,163,82,151,1
100,161,83,151,1
101,163,84,151,1
102,160,85,151,1
103,163,86,151,1
104,162,87,151,1
105,162,88,151,1
106,162,89,151,1
107,161,90,151,1
108,161,91,151,1
109,162,92,151,1
110,161,93,151,1
111,161,108,151,1
112,160,94,151,1
113,163,95,151,1
114,162,103,151,1
115,162,101,151,1
116,159,96,151,1
117,161,114,151,1
118,162,99,151,1
119,162,125,151,1
120,156,97,151,1
121,160,121,151,1
122,161,125,151,1
123,159,117,151,1
124,161,129,151,1
125,157,125,151,1
126,156,117,151,1
127,158,125,151,1
128,157,121,151,1
129,157,129,151,1
130,154,121,151,1
131,154,129,151,1
132,155,128,151,1
133,147,129,151,1
134,152,129,151,1
135,148,129,151,1
136,151,131,151,1
137,152,131,151,1
138,143,130,151,1
139,140,129,151,1
140,137,128,151,1
141,137,128,151,1
142,136,127,151,1
143,137,128,151,1
144,135,128,151,1
145,131,126,151,1
146,134,128,151,1
147,132,126,151,1
148,133,127,151,1
149,131,126,151,1
150,126,123,151,1
151,125,124,151,1
152,122,121,151,1
153,120,119,151,1
154,121,119,151,1
155,118,116,151,1
156,115,115,151,1
157,111,111,151,1
158,109,109,151,1
159,109,109,151,1
160,100,100,151,1
161,91,91,151,1
162,65,65,151,1
163,28,28,151,1
164,88,88,151,1

