vertex id,originalDegree,degreeDelete,average,terminalClique
0,372,123,354,1
1,376,1,354,1
2,371,52,354,1
3,359,52,354,1
4,369,56,354,1
5,383,24,354,1
6,384,104,354,1
7,371,1,354,1
8,360,26,354,1
9,387,30,354,1
10,382,56,354,1
11,388,77,354,1
12,371,2,354,1
13,370,3,354,1
14,374,28,354,1
15,384,41,354,1
16,380,32,354,1
17,379,78,354,1
18,370,30,354,1
19,377,41,354,1
20,364,22,354,1
21,367,78,354,1
22,364,104,354,1
23,375,35,354,1
24,382,59,354,1
25,368,28,354,1
26,386,32,354,1
27,374,41,354,1
28,399,9,354,1
29,380,4,354,1
30,375,45,354,1
31,382,149,354,1
32,371,5,354,1
33,373,6,354,1
34,374,7,354,1
35,368,8,354,1
36,373,35,354,1
37,373,38,354,1
38,395,10,354,1
39,369,11,354,1
40,385,38,354,1
41,373,12,354,1
42,379,52,354,1
43,365,13,354,1
44,364,14,354,1
45,379,15,354,1
46,375,45,354,1
47,379,16,354,1
48,372,45,354,1
49,378,35,354,1
50,369,41,354,1
51,385,17,354,1
52,366,18,354,1
53,361,21,354,1
54,362,45,354,1
55,373,52,354,1
56,437,83,354,1
57,385,64,354,1
58,390,24,354,1
59,381,19,354,1
60,381,48,354,1
61,376,20,354,1
62,389,32,354,1
63,389,48,354,1
64,376,74,354,1
65,386,38,354,1
66,370,59,354,1
67,382,59,354,1
68,365,59,354,1
69,370,26,354,1
70,380,69,354,1
71,375,69,354,1
72,383,64,354,1
73,383,64,354,1
74,398,104,354,1
75,386,48,354,1
76,385,104,354,1
77,387,74,354,1
78,371,69,354,1
79,378,69,354,1
80,374,64,354,1
81,371,104,354,1
82,372,78,354,1
83,379,89,354,1
84,385,78,354,1
85,366,83,354,1
86,380,83,354,1
87,367,113,354,1
88,365,104,354,1
89,391,89,354,1
90,373,56,354,1
91,392,64,354,1
92,372,133,354,1
93,370,74,354,1
94,386,123,354,1
95,376,56,354,1
96,371,96,354,1
97,372,69,354,1
98,388,89,354,1
99,369,133,354,1
100,378,96,354,1
101,376,74,354,1
102,387,113,354,1
103,385,83,354,1
104,372,104,354,1
105,394,96,354,1
106,373,83,354,1
107,375,89,354,1
108,379,89,354,1
109,372,96,354,1
110,361,74,354,1
111,380,83,354,1
112,380,133,354,1
113,388,123,354,1
114,374,96,354,1
115,367,104,354,1
116,373,113,354,1
117,381,113,354,1
118,388,149,354,1
119,377,123,354,1
120,380,113,354,1
121,367,133,354,1
122,369,160,354,1
123,384,123,354,1
124,387,160,354,1
125,368,133,354,1
126,384,96,354,1
127,377,149,354,1
128,371,149,354,1
129,383,88,354,1
130,383,104,354,1
131,374,113,354,1
132,374,160,354,1
133,368,96,354,1
134,373,89,354,1
135,366,160,354,1
136,366,123,354,1
137,378,133,354,1
138,370,113,354,1
139,372,113,354,1
140,383,149,354,1
141,383,113,354,1
142,376,134,354,1
143,368,123,354,1
144,367,96,354,1
145,364,133,354,1
146,363,135,354,1
147,379,149,354,1
148,371,123,354,1
149,370,161,354,1
150,360,209,354,1
151,379,133,354,1
152,377,113,354,1
153,385,113,354,1
154,367,170,354,1
155,380,160,354,1
156,376,149,354,1
157,369,133,354,1
158,366,181,354,1
159,360,149,354,1
160,365,170,354,1
161,372,149,354,1
162,385,133,354,1
163,384,123,354,1
164,382,137,354,1
165,363,170,354,1
166,367,210,354,1
167,373,149,354,1
168,371,177,354,1
169,369,123,354,1
170,364,135,354,1
171,364,149,354,1
172,368,137,354,1
173,361,196,354,1
174,377,160,354,1
175,372,188,354,1
176,367,188,354,1
177,366,162,354,1
178,361,160,354,1
179,366,160,354,1
180,360,209,354,1
181,384,149,354,1
182,366,170,354,1
183,373,177,354,1
184,364,160,354,1
185,357,215,354,1
186,354,216,354,1
187,371,160,354,1
188,378,133,354,1
189,368,160,354,1
190,374,170,354,1
191,370,181,354,1
192,363,181,354,1
193,367,170,354,1
194,370,160,354,1
195,382,160,354,1
196,376,181,354,1
197,377,133,354,1
198,371,177,354,1
199,375,188,354,1
200,375,177,354,1
201,369,170,354,1
202,354,196,354,1
203,348,196,354,1
204,358,217,354,1
205,371,162,354,1
206,363,197,354,1
207,355,188,354,1
208,361,196,354,1
209,380,177,354,1
210,377,170,354,1
211,359,209,354,1
212,359,204,354,1
213,364,196,354,1
214,361,177,354,1
215,359,197,354,1
216,367,204,354,1
217,369,177,354,1
218,371,188,354,1
219,380,160,354,1
220,369,196,354,1
221,363,204,354,1
222,356,217,354,1
