vertex id,originalDegree,degreeDelete,average,terminalClique
0,43,10,40,1
1,43,1,40,1
2,47,1,40,1
3,41,2,40,1
4,39,27,40,1
5,47,4,40,1
6,52,6,40,1
7,42,19,40,1
8,39,26,40,1
9,49,8,40,1
10,48,4,40,1
11,41,10,40,1
12,41,23,40,1
13,42,13,40,1
14,50,16,40,1
15,41,27,40,1
16,40,16,40,1
17,43,6,40,1
18,41,24,40,1
19,43,13,40,1
20,40,13,40,1
21,50,10,40,1
22,46,8,40,1
23,44,16,40,1
24,43,23,40,1
25,46,13,40,1
26,41,19,40,1
27,42,23,40,1
28,44,23,40,1
29,40,27,40,1
30,42,19,40,1
31,39,32,40,1
32,37,24,40,1
33,40,16,40,1
34,37,30,40,1
35,35,31,40,1
36,35,28,40,1
37,38,27,40,1
38,40,23,40,1
39,38,30,40,1
40,36,31,40,1
41,38,31,40,1
42,36,31,40,1
43,37,34,40,1
44,37,19,40,1
45,35,34,40,1
46,41,23,40,1
47,38,27,40,1
48,39,28,40,1
49,39,30,40,1
50,36,34,40,1
51,36,34,40,1
52,32,32,40,1
53,38,32,40,1

