vertex id,originalDegree,degreeDelete,average,terminalClique
0,46,7,44,1
1,45,1,44,1
2,52,1,44,1
3,45,24,44,1
4,43,26,44,1
5,49,5,44,1
6,56,12,44,1
7,45,24,44,1
8,42,24,44,1
9,54,15,44,1
10,51,2,44,1
11,44,20,44,1
12,44,24,44,1
13,48,17,44,1
14,53,9,44,1
15,47,20,44,1
16,44,9,44,1
17,47,3,44,1
18,44,7,44,1
19,44,27,44,1
20,45,15,44,1
21,51,7,44,1
22,49,5,44,1
23,46,15,44,1
24,47,12,44,1
25,49,20,44,1
26,48,12,44,1
27,49,20,44,1
28,46,20,44,1
29,43,33,44,1
30,46,17,44,1
31,43,26,44,1
32,42,27,44,1
33,43,17,44,1
34,43,30,44,1
35,40,34,44,1
36,40,33,44,1
37,44,30,44,1
38,45,24,44,1
39,38,37,44,1
40,41,30,44,1
41,41,33,44,1
42,40,38,44,1
43,41,34,44,1
44,38,37,44,1
45,37,37,44,1
46,40,38,44,1
47,43,33,44,1
48,39,35,44,1
49,43,32,44,1
50,41,31,44,1
51,44,30,44,1
52,46,24,44,1
53,41,36,44,1
54,49,24,44,1
55,41,33,44,1
56,39,36,44,1
57,45,30,44,1

