vertex id,originalDegree,color,orderColored
0,216,0,0
1,216,1,0
2,216,2,0
3,216,3,0
4,216,4,0
5,216,5,0
6,216,6,0
7,216,7,0
8,216,8,0
9,216,9,0
10,216,10,0
11,216,11,0
12,216,12,0
13,216,13,0
14,216,14,0
15,216,15,0
16,216,16,0
17,216,17,0
18,216,18,0
19,216,19,0
20,216,20,0
21,216,21,0
22,216,22,0
23,216,23,0
24,216,24,0
25,216,25,0
26,216,26,0
27,216,27,0
28,216,28,0
29,216,29,0
30,216,30,0
31,216,31,0
32,216,32,0
33,216,33,0
34,216,34,0
35,216,35,0
36,216,36,0
37,216,37,0
38,216,38,0
39,216,39,0
40,216,40,0
41,216,41,0
42,216,42,0
43,216,43,0
44,216,44,0
45,216,45,0
46,216,46,0
47,216,47,0
48,216,48,0
49,216,49,0
50,216,50,0
51,216,51,0
52,216,52,0
53,216,53,0
54,216,54,0
55,216,55,0
56,216,56,0
57,216,57,0
58,216,58,0
59,216,59,0
60,216,60,0
61,216,61,0
62,216,62,0
63,216,63,0
64,216,64,0
65,216,65,0
66,216,66,0
67,216,67,0
68,216,68,0
69,216,69,0
70,216,70,0
71,216,71,0
72,216,72,0
73,216,73,0
74,216,74,0
75,216,75,0
76,216,76,0
77,216,77,0
78,216,78,0
79,216,79,0
80,216,80,0
81,216,81,0
82,216,82,0
83,216,83,0
84,216,84,0
85,216,85,0
86,216,86,0
87,216,87,0
88,216,88,0
89,216,89,0
90,216,90,0
91,216,91,0
92,216,92,0
93,216,93,0
94,216,94,0
95,216,95,0
96,216,96,0
97,216,97,0
98,216,98,0
99,216,99,0
100,216,100,0
101,216,101,0
102,216,102,0
103,216,103,0
104,216,104,0
105,216,105,0
106,216,106,0
107,216,107,0
108,216,108,0
109,216,109,0
110,216,110,0
111,216,111,0
112,216,112,0
113,216,113,0
114,216,114,0
115,216,115,0
116,216,116,0
117,216,117,0
118,216,118,0
119,216,119,0
120,216,120,0
121,216,121,0
122,216,122,0
123,216,123,0
124,216,124,0
125,216,125,0
126,216,126,0
127,216,127,0
128,216,128,0
129,216,129,0
130,216,130,0
131,216,131,0
132,216,132,0
133,216,133,0
134,216,134,0
135,216,135,0
136,216,136,0
137,216,137,0
138,216,138,0
139,216,139,0
140,216,140,0
141,216,141,0
142,216,142,0
143,216,143,0
144,216,144,0
145,216,145,0
146,216,146,0
147,216,147,0
148,216,148,0
149,216,149,0
150,216,150,0
151,216,151,0
152,216,152,0
153,216,153,0
154,216,154,0
155,216,155,0
156,216,156,0
157,216,157,0
158,216,158,0
159,216,159,0
160,216,160,0
161,216,161,0
162,216,162,0
163,216,163,0
164,216,164,0
165,216,165,0
166,216,166,0
167,216,167,0
168,216,168,0
169,216,169,0
170,216,170,0
171,216,171,0
172,216,172,0
173,216,173,0
174,216,174,0
175,216,175,0
176,216,176,0
177,216,177,0
178,216,178,0
179,216,179,0
180,216,180,0
181,216,181,0
182,216,182,0
183,216,183,0
184,216,184,0
185,216,185,0
186,216,186,0
187,216,187,0
188,216,188,0
189,216,189,0
190,216,190,0
191,216,191,0
192,216,192,0
193,216,193,0
194,216,194,0
195,216,195,0
196,216,196,0
197,216,197,0
198,216,198,0
199,216,199,0
200,216,200,0
201,216,201,0
202,216,202,0
203,216,203,0
204,216,204,0
205,216,205,0
206,216,206,0
207,216,207,0
208,216,208,0
209,216,209,0
210,216,210,0
211,216,211,0
212,216,212,0
213,216,213,0
214,216,214,0
215,216,215,0
216,216,216,0

