NUM VERTICES,SMLVO, SMODL, welshpowell,largestoriginaldegreelast, largestlast, uniformrandom
3,0,0,0,0,0,0
4,6.375e-06,3.042e-06,6.459e-06,3e-06,8.667e-06,3.042e-06
5,1.0042e-05,4.792e-06,9.5e-06,5.334e-06,1.2291e-05,5.167e-06
6,1.3334e-05,5.958e-06,1.225e-05,6.25e-06,1.3833e-05,6.333e-06
7,1.8042e-05,1.0125e-05,2.2334e-05,9.542e-06,2.1125e-05,8.583e-06
