NUM VERTICES,SMLVO, SMODL, welshpowell,largestoriginaldegreelast, largestlast, uniformrandom
3,0,0,0,0,0,0
4,8.125e-06,3.791e-06,2.15e-05,4.042e-06,1.225e-05,3.75e-06
5,1.175e-05,2.1125e-05,1.1875e-05,6.291e-06,5.0166e-05,6.459e-06
6,1.8125e-05,9.917e-06,1.6167e-05,8.875e-06,1.675e-05,8.875e-06
7,2.1792e-05,1.3125e-05,2.0208e-05,1.3416e-05,2.5708e-05,0.000191083
