NUM VERTICES,SMLVO, SMODL, welshpowell,largestoriginaldegreelast, largestlast, uniformrandom
380,0.37767,0.181025,0.202658,0.180029,0.373646,0.17891
381,0.378465,0.181813,0.204167,0.181472,0.383932,0.180482
382,0.374623,0.183292,0.206468,0.183064,0.378491,0.18144
383,0.396773,0.184806,0.2077,0.183563,0.40361,0.182845
384,0.407173,0.186108,0.209746,0.186121,0.393519,0.185983
385,0.386319,0.187591,0.210459,0.188144,0.391035,0.186482
386,0.387406,0.18933,0.213018,0.190198,0.388835,0.18722
387,0.402229,0.191021,0.214502,0.18989,0.403344,0.188693
388,0.412269,0.275796,0.215606,0.192245,0.40094,0.190995
389,0.402909,0.208531,0.217581,0.193435,0.410214,0.192433
390,0.409707,0.194803,0.21905,0.194215,0.423843,0.192985
391,0.424435,0.196399,0.219848,0.195787,0.406464,0.196493
392,0.423956,0.198412,0.22254,0.198115,0.422587,0.19777
393,0.417057,0.198936,0.223682,0.199093,0.417409,0.198738
394,0.436526,0.201618,0.22571,0.200791,0.416044,0.200516
395,0.427696,0.203052,0.226628,0.202538,0.417562,0.202069
396,0.432993,0.204169,0.228702,0.203517,0.445354,0.203416
397,0.435373,0.206151,0.230842,0.205477,0.438248,0.205555
398,0.433795,0.20719,0.231127,0.206137,0.43158,0.206202
399,0.437379,0.208614,0.233938,0.208268,0.436917,0.207844
400,0.443427,0.210113,0.235281,0.209567,0.436386,0.209522
401,0.488221,0.21178,0.237869,0.210508,0.442372,0.210668
402,0.500118,0.213563,0.238416,0.212439,0.45659,0.212424
403,0.555048,0.214121,0.241164,0.213956,0.473318,0.213309
404,0.527973,0.217444,0.242473,0.215411,0.441011,0.215343
405,0.456493,0.21725,0.245343,0.217188,0.487231,0.216349
406,0.457713,0.219903,0.246499,0.220382,0.461327,0.219184
407,0.459947,0.221522,0.24948,0.221015,0.466034,0.220325
408,0.460964,0.223784,0.250219,0.222332,0.46139,0.221571
409,0.495255,0.22474,0.252477,0.224332,0.477032,0.222747
410,0.460289,0.226371,0.252346,0.225802,0.514288,0.22693
411,0.474659,0.228038,0.255243,0.226272,0.484815,0.225583
412,0.497033,0.230168,0.256788,0.228949,0.480885,0.227466
413,0.50203,0.232211,0.258283,0.229654,0.477721,0.228161
414,0.499793,0.232651,0.260235,0.232828,0.500262,0.231378
415,0.493341,0.236246,0.260992,0.232741,0.485671,0.230911
416,0.493816,0.235923,0.262997,0.234971,0.503934,0.234123
417,0.490329,0.237786,0.265121,0.236028,0.500729,0.234472
418,0.517213,0.237878,0.266881,0.237205,0.492877,0.2367
419,0.499255,0.24091,0.268813,0.240647,0.515984,0.239286
420,0.51755,0.242139,0.270188,0.241775,0.512811,0.240099
421,0.515054,0.243569,0.271551,0.243115,0.503603,0.242029
422,0.52846,0.245585,0.27421,0.244288,0.512725,0.243159
423,0.533584,0.247359,0.276639,0.246336,0.532465,0.244842
424,0.509377,0.248338,0.277289,0.248123,0.514468,0.247048
425,0.545832,0.250462,0.281231,0.249802,0.521631,0.247821
426,0.549127,0.252501,0.281393,0.251471,0.544436,0.25016
427,0.543519,0.253863,0.284282,0.252151,0.521297,0.251808
428,0.560647,0.255386,0.284894,0.254467,0.534417,0.253687
429,0.529266,0.257956,0.286183,0.256279,0.561632,0.254113
430,0.538434,0.258319,0.288971,0.257054,0.535962,0.256569
431,0.555748,0.260568,0.289704,0.259215,0.559267,0.259837
432,0.549042,0.262598,0.293203,0.261785,0.556372,0.261622
433,0.554482,0.264469,0.294829,0.263418,0.554045,0.263822
434,0.548725,0.266271,0.296479,0.265089,0.558203,0.264282
435,0.566908,0.26733,0.29947,0.265919,0.560026,0.266878
436,0.572168,0.2699,0.302828,0.268619,0.570706,0.268497
437,0.569451,0.271656,0.302522,0.27057,0.573343,0.269103
438,0.571107,0.273501,0.304195,0.272575,0.556168,0.271141
439,0.595725,0.274218,0.30537,0.274027,0.566991,0.279238
440,0.601675,0.277289,0.308224,0.275913,0.578821,0.274433
441,0.585191,0.27865,0.31047,0.278406,0.586238,0.277517
442,0.612952,0.281005,0.31123,0.279443,0.58545,0.278714
443,0.576018,0.281385,0.313282,0.280573,0.604094,0.303818
444,0.593671,0.28436,0.315337,0.281572,0.624887,0.28222
445,0.600159,0.285784,0.317809,0.284294,0.586131,0.282494
446,0.612653,0.287415,0.321754,0.286304,0.597594,0.284468
447,0.599631,0.289032,0.321066,0.288595,0.597148,0.288592
448,0.618193,0.291373,0.32388,0.290617,0.613858,0.344786
449,0.629102,0.293931,0.325695,0.292739,0.612198,0.33508
450,0.617994,0.302581,0.329265,0.295416,0.637497,0.340175
451,0.63082,0.297957,0.331602,0.297194,0.620011,0.297751
452,0.627236,0.3004,0.3335,0.299492,0.62578,0.309635
453,0.627057,0.301706,0.336156,0.300645,0.655832,0.312514
454,0.622568,0.303386,0.339582,0.302762,0.62266,0.30374
455,0.660583,0.306473,0.340995,0.305749,0.650069,0.312381
456,0.641481,0.308416,0.343617,0.309314,0.627896,0.338336
457,0.653693,0.310164,0.345106,0.310436,0.643275,0.316245
458,0.65568,0.31185,0.347135,0.312182,0.657766,0.346823
459,0.675076,0.314687,0.352107,0.314165,0.648938,0.392282
460,0.6807,0.316981,0.353704,0.316567,0.654709,0.359311
461,0.672639,0.31912,0.354442,0.318247,0.676253,0.344574
462,0.668883,0.322641,0.356389,0.320453,0.66519,0.333243
463,0.665373,0.322733,0.358442,0.321819,0.667879,0.353077
464,0.667882,0.326426,0.362038,0.325734,0.684725,0.350642
465,0.686793,0.327497,0.365285,0.328046,0.67621,0.330458
466,0.690454,0.332091,0.365997,0.330316,0.698753,0.333903
467,0.678439,0.332346,0.368262,0.331094,0.698592,0.460915
468,0.693473,0.334189,0.371666,0.332718,0.704505,0.38102
469,0.688604,0.337127,0.373431,0.337443,0.704722,0.361369
470,0.714315,0.339271,0.380608,0.338407,0.708923,0.357351
471,0.726077,0.340707,0.379164,0.339547,0.703853,0.339508
472,0.716256,0.347164,0.380455,0.342669,0.727835,0.344697
473,0.735999,0.345314,0.384479,0.344795,0.737136,0.345137
474,0.755834,0.348252,0.385435,0.345645,0.718683,0.354572
475,0.73374,0.350217,0.387988,0.350778,0.728843,0.356731
476,0.73316,0.351441,0.391098,0.35053,0.766897,0.360885
477,0.720361,0.353838,0.392472,0.352586,0.763984,0.355227
478,0.77523,0.358861,0.394947,0.356385,0.755022,0.420277
479,0.773671,0.358974,0.397106,0.358729,0.796608,0.362333
480,0.757895,0.360172,0.400275,0.359242,0.741369,0.365758
481,0.78501,0.363587,0.403369,0.361694,0.755926,0.365989
482,0.753426,0.365521,0.4051,0.367596,0.768124,0.368702
483,0.76901,0.367528,0.409131,0.367885,0.778821,0.378547
484,0.775307,0.370233,0.411084,0.370355,0.776953,0.370994
485,0.816823,0.373291,0.413703,0.371966,0.798568,0.413114
486,0.838336,0.375634,0.415942,0.374626,0.809974,0.385327
487,0.770613,0.378175,0.419321,0.37794,0.775416,0.379726
488,0.797226,0.388018,0.421071,0.381187,0.790251,0.389495
489,0.793219,0.385596,0.424475,0.380969,0.806355,0.440957
490,0.807268,0.388898,0.427953,0.385946,0.831881,0.558231
491,0.795477,0.393333,0.429857,0.387741,0.796647,0.427531
492,0.860128,0.397329,0.432947,0.389667,0.821324,0.400968
493,0.856942,0.394014,0.435375,0.392249,0.830445,0.391934
494,0.821619,0.396405,0.437007,0.39395,0.842476,0.39404
495,0.841432,0.3989,0.441141,0.397398,0.831468,0.395414
496,0.831912,0.401587,0.445302,0.400987,0.839875,0.399571
497,0.861832,0.403584,0.447498,0.402806,0.869901,0.403007
498,0.864677,0.408944,0.448328,0.405848,0.83794,0.401406
499,0.839205,0.407963,0.451703,0.409135,0.863951,0.405114
500,0.871315,0.411757,0.454298,0.41015,0.885124,0.407613
